,Folder,Title,"Creator (suffix, fname, middle, surname)",Keyword,Rights,Abstract,Date Created,Subject,Resource Type,Restrictions,Embargo Dates,PDF Files,,,,,,,
177,\etdadmin_upload_608698,It’s All about Who You Meet: The Political Consequences of Intergroup Experiences with Strangers,"(None, 'Ethan', 'C', 'Busby')","experiments, intergroup contact, political psychology, race and ethnic politics",In Copyright,"['Many democratic theorists suggest that harmonious relationship between groups are critical for democracy; however, far less is known about how everyday experiences promote or impede such intergroup harmony. In this dissertation, I explore a common, but overlooked, form of intergroup contact – casual, brief experiences with outgroup strangers. I propose a theory of how the ease of communication determines how these kinds of social encounters influence political support for outgroups and empirically test that theory with three separate experiments. Each creates outgroup experiences across racial or ethnic lines and experimentally manipulates the difficulty of communicating with the outgroup member. The first design, a lab-based study, indicates that majority-group members respond to easy-to-understand outgroup members with lower support. Using a field experiment, the second study confirms these patterns and adds an additional paradox: more similar outgroup members encourage these kinds of interactions, but those same kinds of outgroup members are most likely to undermine outgroup support as the interactions unfold. The final experiment indicates that standing propensities to avoid outgroups do not moderate the effect of the ease of communicating and that different contexts may be more or less prone to the backlash observed in the prior two chapters. Across all three experiments, I fail to observe any instances where these interactions promote outgroup support; these kinds of social interactions are much more likely to backfire than they are to ameliorate group differences.']",1/1/2018,Political Science,Dissertation,None,no embargo,\etdadmin_upload_608698\Busby_northwestern_0163D_14317.pdf,,,,,,,
178,\etdadmin_upload_608716,"Applications of Non-linear Atomics and Non-linear Optics: BEC Based Nanolithography, Plasmonics Enhanced Difference Frequency Generation, and Superluminal Sensing","(None, 'Mohamed', 'M', 'Fouda')",Electrical engineering,In Copyright,"['Intensive research is dedicated to the exploration of new technologies to meet the continuous need for better and more accurate devices. In this thesis, we explore multiple technologies that can play an essential role in the future of nanotechnology, hypersensitive sensing and optical wave generation. In specific, we examine high impact applications of non-linear atomics and non-linear optics. First, we explore how the interesting coherence properties of Bose-Einstein condensates (BECs) can make it be a useful technology for nanolithography. BEC is a state of matter which can be described by a nonlinear version of Schrödinger equation. Atoms in a BEC have coherence properties at a macro scale which makes them a perfect candidate for atom interferometry applications. These coherence properties combined with a very short de-Broglie wavelength make BEC interferometry a strong candidate as a nanolithography technology that is capable of achieving lithographic features in the single nanometer scale. ', 'In this thesis, we propose an arbitrary-pattern nanolithography system based on BEC interferometry and define the practical constraints of such a system. The nanolithography system uses a symmetric three-pulse Raman atom interferometer. The lithographic pattern information is optically encoded into the BEC order parameter in one of the interferometer arms via ac-Stark shift induced by a pulsed laser field. The probability distribution of the BEC interference result is proportional to the required lithographic pattern. In order to produce lithographic features smaller than the diffraction limit for the used optical fields, a three-dimensional atomic lens system is utilized. ', 'In the second part of the thesis, we investigate how the nonlinear Brillouin gain process can be utilized in a coupled fiber resonator system to create a superluminal Brillouin laser. Such a laser would lead to multiple orders of magnitude sensitivity enhancement in optical fiber gyroscopes.  In Brillouin ring laser gyroscope, stimulated Brillouin scattering is utilized as a gain medium to generate two counterpropagating lasers in a fiber ring. When the system is rotating, the two lasers would have different resonance frequencies in the fiber ring. The resonance frequency separation is proportional to the rotation rate. Superluminal conditions, generated by auxiliary fiber rings coupled to the main fiber ring, lead to a much larger resonance frequency separation and a significantly better sensitivity. This thesis discusses the system sensitivity enhancement and the experimental efforts towards implementing this system. ', 'The third part of the thesis discusses how the plasmonic effects of metallic nano-antenna arrays can enhance the efficiency of difference frequency generation in nonlinear optical materials.  The fabrication of Au bowtie nano-antennas on Lithium Niobate using electron beam lithography and reactive ion etching is reported. The effect of the fabricated structures on the efficiency of difference frequency generation is investigated.']",1/1/2018,Electrical Engineering,Dissertation,None,no embargo,\etdadmin_upload_608716\Fouda_northwestern_0163D_14318.pdf,,,,,,,
179,\etdadmin_upload_608729,Structure and Assembly of Human Miro1/2 GTPases and their Putative Effectors,"(None, 'Kyle', 'Paul', 'Smith')","GTPase, Miro, Mitochondria, Structure, VopE",In Copyright,"['Dysfunction in mitochondrial dynamics is believed to contribute to a host of neurological disorders and has recently been implicated in cancer metastasis.  The outer mitochondrial membrane adapter proteins Miro1 and Miro2 play a role in the regulation of mitochondria. Each paralog comprises two GTPase domains flanking two centrally located calcium/magnesium-binding helix-loop-helix (EF-hand) domains. However, the biochemical and structural mechanisms by which Miro influences mitochondria are unknown. Here we report the crystal structure of the N-terminal GTPase domain (nGTPase) of human Miro1, estimate the GTP-hydrolysis activity of Miro1 and Miro2, and propose evidence of both monomer and dimerization of the assembly of the full-length soluble domain of human Miro1 and Miro2. The nGTPase structure at 1.7 Å resolution shows an irregular active site, including backbone coordination of the magnesium ion by a carbonyl from the conserved Proline-Proline (“PP”) motif in Switch 1. Structural and biochemical analyses of the isolated N- and C-terminal GTPase domains demonstrate that the GTPase domains hydrolyze GTP on a day-to-week timescale, which is orders of magnitude less than the yeast homolog Gem1p. Using our crystal structures, SAXS and molecular modeling, we propose a three-dimensional structural model of the monomeric and dimeric soluble domains of Miro1 at low resolution. The homo-dimeric model suggests that assembly is mediated via a conserved Serine-Glutamate-Leucine-Phenylalanine-Tyrosine-Tyrosine “SELFYY” motif in the nGTPase. We also characterize the putative Miro GTPase Activating Protein (GAP) called Vibrio outer protein E (VopE) using bioinformatic analysis, homology modeling, SEC-MALS, SEC-SAXS, and NMR spectroscopy. These data suggest that the VopE GAP domain forms an elongated 4-helix bundle similar to other bacterial GAP proteins, but with increased internal flexibility and disordered termini. Altogether, we show that Miro is structurally and functionally distinct from “on/off switch”-like GTPases and its putative GAP VopE is most homologous to the Yersinia outer protein E (YopE) in structure.']",1/1/2018,Driskill Graduate Training Program in Life Sciences,Dissertation,"code: 1, date: 10/03/2020",Private,\etdadmin_upload_608729\Smith_northwestern_0163D_14319.pdf,,,,,,,
180,\etdadmin_upload_608769,Rendering-Based Optimization for a Near-Eye Display and Active 3D Scanning,"(None, 'Nathan', 'Seigo', 'Matsuda')",Computer science,In Copyright,"['Raytracing is a long-established means to simulate physically accurate light propagation. Increasing availability and power of highly-parallel computing, such as cloud-based clusters and dedicated graphics hardware, means that rendering algorithms can produce high resolution output very quickly. This means raytracing can now be used as a forward model in optimization algorithms to improve the performance of computational imaging systems. This thesis considers the hypothesis that this rendering-based optimization approach for computational imaging systems will gain increasingly-widespread use in the future. This thesis evaluates two distinct uses for rendering-based optimization: a near- eye display and a surface reconstruction algorithm for active 3D scanners. In the first, a novel display architecture produces spatially varying focus for the user. Rendering-based optimization corrects hardware-induced optical distortions to produce an improved retinal image. The second use case flexibly corrects for multibounce interference in active 3D scanners, including arbitrary scene reflectance, using rendering-based optimization.']",1/1/2018,Computer Science,Dissertation,"code: 1, date: 10/03/2019",Private,\etdadmin_upload_608769\Matsuda_northwestern_0163D_14320.pdf,,,,,,,
181,\etdadmin_upload_608828,Inverse-Design and Fabrication of Electromagnetic Devices,"(None, 'Francois', None, 'Callewaert')",Electromagnetics,In Copyright,"['Maxwell equations are behind an incredible number of physical phenomena, explaining the behavior of light, electricity and magnetism, from Gamma rays to ultra-low frequency radio-waves. Since their inception in 1861, many approximations have been derived, many devices have been modelled and fabricated to manipulate the electromagnetic fields, and more recently many computational techniques have been developed to model the behavior of light-matter interactions numerically. However, until recently only forward techniques have been developed, to simulate the behavior of the electromagnetic field inside devices and materials coming from the imagination of a human being. ', '\tIn this 21st century, artificial intelligence replaces the human for more and more complex tasks. Electromagnetics will not miss this opportunity to bring tremendous computing power and powerful algorithms to automate the device design task, called inverse-design. In this work, we develop an algorithm to do inverse-design of dielectric devices with sizes in the order of magnitude of the wavelength. The algorithm is used to design and fabricate multiple types of electromagnetic devices for the manipulation of light on-chip or in free-space, with low index or high-index dielectrics, from the microwaves to the near-infrared and maybe the visible in the future.', '\tThis dissertation is organized as follows. Chapter 1 presents the wave equations, various approximations, various computational techniques to simulate electromagnetic fields and various types of electromagnetic devices based on the inputs, outputs and types of materials inside. Chapter 2 explains the theory behind inverse-design, the comparison between the algorithm in this work and some other algorithms in the literature, regularization methods and a few insights for the implementation. Chapter 3 demonstrates our first inverse-designed device: a two-dimensional optical diode made of Silicon and air. This chapter explores some details of the optimization process as a function of the number of iterations, and the tuning to select the best hyperparameters of the algorithm to optimize the performance of the final optical diode. Chapter 4 explores the design and fabrication of polymer meta-devices to transform free-space incoming electromagnetic radiation. Meta-gratings including polarization splitters and bends are demonstrated, as well as meta-lenses, one with short focal distance, one with long focal distance and one with tunable focal distance. The algorithm is adapted to new types of inputs and outputs such as plane-waves and cylindrical waves. The physical behavior of polymer-based devices, which have a low index, does not rely on strong resonances such as those observed in Silicon-based devices. This allows to design devices with a very large bandwidth. Furthermore, polymers can be 3D-printed, which allows to create devices with much more complex geometries and much larger aspect ratio than devices made with traditional lithography methods. In this chapter, we explore millimeter-scale 3D-printing to make microwave and millimeter-wave meta-devices, as well as nanometer-scale 2-photon lithography 3D-printing for the fabrication of a Near InfraRed polarization splitter. Finally, chapter 5 concludes this dissertation and provides some perspectives on the future opportunities for the improvement of the inverse-design computational method, its extension to more types of electromagnetic devices and its combination with advanced fabrication methods.']",1/1/2018,Electrical Engineering,Dissertation,None,no embargo,\etdadmin_upload_608828\Callewaert_northwestern_0163D_14321.pdf,,,,,,,
182,\etdadmin_upload_608854,How Parents Matter: The Role of Mothers' Education and Parenting in Young Children's Development among Economically Disadvantaged Families,"(None, 'Emily', 'C.', 'Ross')","child development, Head Start preschool, maternal education, parenting, poverty and inequality, social policy",In Copyright,"['Parents play a crucial role in shaping the contexts within which young children develop, particularly in the early years of a child’s life (Bornstein, 2002; Brooks-Gunn & Markman, 2005; Maccoby & Martin, 1983). Parenting is also one of the key pathways through which socioeconomic factors, such as maternal education, may impact young children (Conger & Donnellan, 2007). In addition, both parents and their children are embedded within multiple, dynamic environments that may shape the relationship found between parents and their children’s development, such as mothers’ and children’s experiences in school. ', 'Surprisingly, much of existing developmental research does not explicitly examine the associations between parents and their children as they exist within these dynamic educational contexts. For instance, a large body of correlational research has documented the strong associations between a mother’s education level and her children’s development, but we know little about the relationship between maternal education and children’s development when a mother’s education changes over the course of key developmental time points in her child’s life. In addition, are the mechanisms that explain associations between maternal education and child development the same if a mother attains her highest level of education before her children are born versus while she is raising her children? In my two-study dissertation, I draw on ecological theories of development and utilize multiple data sets to quantitatively examine the role of mothers’ parenting and educational attainment in young, low-income children’s development as embedded within these dynamic contexts of education.', 'In my first study, I examined the associations between maternal education, parenting practices, and young children’s cognitive, social, and behavioral development among low-income families in the context of attending Head Start preschool for their first year. In this study, I used cohorts 2000-2009 of the Head Start Family and Child Experiences Survey (FACES) data and employed a classroom fixed effects analytic design to compare children to each other within the same classroom. This approach addresses the potential bias of parental selection into particular classrooms that vary in quality within center by netting out observed and unobserved, time-invariant characteristics of the child’s classroom. Findings indicated that more positive parenting practices and greater levels of maternal education were significantly related to children’s cognitive, but not behavioral or social, skills over the Head Start year, both when parental predictors were included separately or simultaneously in the analytic models. Results suggest that parenting and maternal education in the early years of a child’s life before they enter preschool may play a significant role in children’s later cognitive development, above and beyond the effects of Head Start preschool. ', 'In my second study, I explored how improvements in maternal education are associated with both children’s development (between the ages of 3 and 9 years old) and parental factors among a predominantly low-income sample of families in the Fragile Families and Child Wellbeing Study (FFCWS) longitudinal data set. I also examined how the main associations varied by key moderators, including maternal age, income, and marital status. To test these research questions, I employed an individual child fixed effects analytic design to hold constant time-invariant characteristics of the child and mother, addressing this key source of unobserved omitted variables bias. I found that approximately 15% of mothers improved their education between when their children were ages 3 to 9. Increases in maternal education from less than a high school degree to attaining a high school diploma/GED were related to lower rates of children’s internalizing behavior problems, and improvements to a certificate/AA were related to improved receptive language. No significant relationships were found between improvements in maternal education at any other level or for other child outcomes, nor with measures of parental mental health. However, improvements in maternal education from starting with a high school degree/GED to attaining a certificate/AA were related to reduced harshness and a higher likelihood of being employed. In addition, starting with a certificate/Associates’ degree and completing a Bachelor’s degree or higher was significantly associated with higher household income. Findings suggest that increases in maternal education among disadvantaged mothers may have important and positive associations with young children’s behavioral and cognitive development. This is particularly true for mothers who start with low levels of education, suggesting that even among a sample of low-income families, the children of the most disadvantaged mothers may gain the most from improvements in maternal education.']",1/1/2018,Human Development and Social Policy,Dissertation,None,no embargo,\etdadmin_upload_608854\Ross_northwestern_0163D_14322.pdf,,,,,,,
183,\etdadmin_upload_608896,The 1933 Soviet Famine: Causes and Consequences,"(None, 'Natalya', None, 'Naumenko')","central planning, collectivization, famine, genocide, multiple equilibria, Ukraine",In Copyright,"['According to contemporary estimates, the 1933 Soviet famine killed six to eight million people, more than two million of them in Ukraine. This dissertation studies causes and consequences of this famine. ', 'Chapter one evaluates the causes of the 1933 famine offered by historians in Ukrainian context. Three main explanations have been offered: negative weather shock, poor economic policies, and genocide. This chapter uses variation in exposure to poor government policies and in ethnic composition within Ukraine to study the impact of policies on mortality, and the relationship between ethnic composition and mortality. It documents that (1) the data do not support the negative weather shock explanation: 1931 and 1932 weather predicts harvest roughly equal to the 1925 -- 1929 average; (2) bad government policies (collectivization and the lack of favored industries) significantly increased mortality; (3) collectivization increased mortality due to drop in production on collective farms and not due to overextraction from collectives (although the evidence is indirect); (4) back-of-the-envelope calculations show that collectivization explains at least 31\\% of excess deaths; (5) ethnic Ukrainians seem more likely to die, even after controlling for exposure to poor Soviet economic policies; (6) Ukrainians were more exposed to policies that later led to mortality (collectivization and the lack of favored industries); (7) enforcement of government policies did not vary with ethnic composition (e.g., there is no evidence that collectivization was enforced more harshly on Ukrainians). These results provide several important takeaways. Most importantly, the evidence is consistent with both sides of the debate (economic policies vs genocide). (1) backs those arguing that the famine was man-made. (2) -- (4) support those who argue that mortality was due to bad policy. (5) is consistent with those who argue that ethnic Ukrainians were targeted. For (6) and (7) to support genocide, it has to be the case that Stalin had the foresight that his policies would fail and lead to famine mortality years after they were introduced (and therefore disproportionately exposed Ukrainians to them).', 'Chapter two complements the above analysis by studying the government grain procurement system, and its impact on the 1933 death toll in the context of Belarus, Russia, and Ukraine. By demonstrating that there was a positive correlation between grain production in 1932 and mortality in 1933, it reproduces the results of Meng et al. (2015) in the context of the 1933 Soviet Famine. The chapter argues that the inflexible procurement policy under which the government did not sufficiently adjust procurement quotas to realized harvest explains the peculiar positive correlation between grain production and mortality during the famine year.', 'Finally, the third chapter studies the impact of the 1933 Soviet famine on population and urbanization patterns. It documents that, although most of the direct victims lived in rural areas, the famine had a persistent negative impact on the urban population. In fact, the rural population gradually recovered while urban settlements in more affected areas became permanently smaller. The paper argues that the shortage of labor during the crucial years of rapid industrialization hindered the development of cities in areas struck by the famine. Thus, the timing of the shock to population appears to be an important factor. While established urban networks tend to recover from large temporary adverse shocks, the lack of people during construction and rapid growth might have a permanent negative impact.']",1/1/2018,Economics,Dissertation,None,no embargo,\etdadmin_upload_608896\Naumenko_northwestern_0163D_14323.pdf,,,,,,,
184,\etdadmin_upload_608913,microRNA Regulation of Genes with Genetic Variation and their Systems-Level Consequences in Cancer,"(None, 'Gary', None, 'Wilk')","Cancer, Gene Regulation, microRNAs, Pathways, Single Nucleotide Polymorphisms, Systems Biology",In Copyright,"['Gene regulatory networks contain multiple components including microRNAs (miRNAs) that coordinate regulation of genes to produce higher level cell functions. miRNAs are small non-coding RNA molecules that modulate gene expression post-transcriptionally by binding to short target motifs on mRNA transcripts to down-regulate target genes. Because miRNA regulation of genes is dependent on short target motifs, miRNAs have been thought to have both gene and cumulative, system-level impact on gene regulation. In recent years, ', 'aberrant miRNA expression and miRNA dysregulation has been associated with multiple diseases including cancer, likely due to the mechanistic impact of genetic variation or mutations.', 'The present work generalizes a framework to study miRNA regulation of genes from the systems-level to the gene-level in the context of genetic variation. I employ integrative, multi-omic statistical analyses to (i) identify miRNAs that differentially regulate functional gene networks that confer specific cell functions (pathways) between tumor and healthy tissue, and (ii) find tumor-associated genetic variants that modulate miRNA:mRNA co-expression patterns on identified dysregulated pathways. Finally, I use molecular dynamics simulations to study the biophysical impact of genetic variants on miRNA:mRNA binding interactions in atomic-level detail. The simulations provide support to the discoveries in the multi-omic, statistical analyses and yield a framework for finding genetic variants that contribute to miRNA dysregulation of genes in cancer.']",1/1/2018,Chemical and Biological Engineering,Dissertation,None,no embargo,\etdadmin_upload_608913\Wilk_northwestern_0163D_14324.pdf,,,,,,,
185,\etdadmin_upload_608969,Communicating Contraception: Social Science and the Politics of Population Control in Cold War India,"(None, 'Savina', None, 'Balasubramanian')","Family planning, Gender, India, Population control, Reproductive governance, Science and technology",In Copyright,"['This dissertation analyzes archival materials to examine the relationship between reproductive governance in India and the political and scientific dynamics of the Cold War. In 1952, India became the first country to institute anti-natalist population control as a national policy goal, concentrating its efforts on female sterilization and the building of medical family planning clinics. Beginning in the 1960s, however, the state launched a series of mass communications campaigns on family planning and contraception targeted at men. While prior scholarship glosses over these campaigns as mere accompaniments to its medical efforts, the dissertation argues that they represented a radical transformation of reproductive control in response to Cold War-era social science. Furthermore, it shows how this shift in approach transformed a largely medicalized program focused on the bodies of women into a simultaneously ideological endeavor to influence the reproductive decisions of men. The dissertation makes three primary contributions to sociological scholarship on reproductive governance. First, in contrast to explanations of reproductive governance that center on national factors, the dissertation demonstrates the influence of global political and scientific dynamics on reproductive control. Relatedly, while prior scholarship understands the postwar institutionalization of population control as largely a response to concerns over economic growth measured in quantitative terms, the dissertation argues that it was also driven by social scientists’ anxieties over the viability of capitalist democracy. Finally, prior scholarship on reproductive control centers on the medicalized and biomedicalized management of women’s bodies, which leaves little room for understanding the erstwhile control of men’s reproduction in India. Expanding this literature, I show how, in the Indian case, social scientists’ framing of reproductive control in psychosocial and behavioralist terms allowed men to be imagined as germane targets of fertility regulation.']",1/1/2018,Sociology,Dissertation,"code: 1, date: 10/03/2020",Private,\etdadmin_upload_608969\Balasubramanian_northwestern_0163D_14325.pdf,,,,,,,
186,\etdadmin_upload_609010,Large-Strain Deformation Mechanics of Charge-Containing Polymer Membranes,"(None, 'Shawn', 'H', 'Chen')","block ionomer, fracture mechanics, large-strain deformation, polyelectrolyte, structure-property relationship, water treatment",In Copyright,"['The use of polymeric membranes have become ubiquitous in our daily lives. From simple chip bags to million-dollar cockpits, these membranes find diverse applications in packaging, protective coating, electronic device, gas and liquid separation, and medicine. The 2-dimentional geometry of the membranes offered unique mechanical and interfacial properties that often surpass those in their bulk counterparts. While the diminishing dimensions of the membranes provide enhanced materials properties and superb versatility for wide-reaching applications, they also bring forth new challenges in the characterization and design of novel membrane systems.', 'The primary focus of this dissertation is the development of novel methods to robustly characterize the mechanical properties of polymer thin films relevant to the application context. This work begins with a brief discussion on the current research on charge-containing polymers. An examination on the development of a non-traditional biaxial inflation mechanical test is subsequently introduced, and marks the foundation of this work. A series of sulfonated pentablock copolymers used for water purification is thoroughly investigated using a combination of X-ray scattering, biaxial inflation, and transport experiments. It is found that the softening effect of polymer sulfonation can be mitigated by reducing the volume fraction of the charged domain without detrimentally affecting transport properties. Additionally, membrane compliance can be further reduced by increasing the packing density of the uncharged domains. Process-dependent membrane morphology of these pentablock copolymers is explored using x-ray scattering techniques. Water transport properties were found to be independent of membrane morphology, and guides our understanding of the processing-structure-property relationships in these block ionomers.', 'Next, a polyelectrolyte complex coacervate system was investigated to provide a better understanding of charge effects on the mechanical strength and relaxation behavior of complex network systems in low-salt environments. At these limiting conditions, the deformation behavior deviates from those predicted by the time-temperature and time-salt superposition methods. A fractional model used to describe power-law relaxation behavior is introduced, and the effect of counter ions on charge-pair interactions in a transient network system is discussed. ', 'Finally, the mechanics of polycarbonate thin films were investigated using a combined wrinkling-cracking methodology to provide insight into ductile fracture behavior of polymer bilayers that are geometrically relevant for flexible electronics. The supported bilayer structure enables the distribution of stress across the entire sample well after reaching the critical fracture strain, and minimizes the propagation of cracks. The findings here can better inform future design and optimization of materials for protective coatings, impact mitigation, and wearable electronics.']",1/1/2018,Materials Science and Engineering,Dissertation,None,no embargo,\etdadmin_upload_609010\Chen_northwestern_0163D_14326.pdf,,,,,,,
187,\etdadmin_upload_609015,Active Controllable Light-Matter Interaction in the Flatland,"(None, 'Zizhuo', None, 'Liu')","2D Materials, Flatland Optics, Metasurfaces, Nanophotonics, Plasmonics",In Copyright,"['Ultrathin optical platform including two-dimensional materials and metasurfaces have emerged as potential candidates for novel nanophotonic applications. In this dissertation, I will present the possibility to achieve full active control of the electromagnetic waves with the platform in the flatland. We could achieve the amplitude control, which will be useful for absorbers and sensors, the spatial phase control, which might lead to holograms and flat lenses, and the temporal phase control, which would find use as frequency converter and isolator. 2D materials plasmonics using monolayer black phosphorus will be calculated and discussed to utilize the intrinsic anisotropic properties from black phosphorus. The extrinsic control by using metal antennas will also be shown in both simulations and experiments for realization of anisotropic absorption by treating black phosphorus as a semiconductor. I will cover the special patterning method using DNA-mediated nanoparticles, which will form the cornerstone to build the desired metasurfaces. By controlling the DNA length, the performance of the metasurfaces could be tuned to switch functionality. Active features of graphene and engineered phase control of metasurfaces will be discussed to fulfill time-varying metasurfaces. Two additional examples of the spectra control will be also discussed. One is to enhance the transmission through the gold nanoslits with the surface plasmons of graphene. The other is to build the dynamic absorber with phase transition materials vanadium dioxide by tuning the temperature.  Then I will briefly show the possibility to combine the anisotropy in plane for the hyperbolic metasurfaces and the emerging inverse-design methods that will help for the flatland optical component designs.']",1/1/2018,Electrical Engineering,Dissertation,None,no embargo,\etdadmin_upload_609015\Liu_northwestern_0163D_14327.pdf,,,,,,,
188,\etdadmin_upload_609018,Perception of Gloss and Color Composition of Natural Textures,"(None, 'Jing', None, 'Wang')","bandlimited statistics, color composition perception, gloss perception, photometric transformation, selective comparison",In Copyright,"['The human visual system has a remarkable ability for understanding material properties on the basis of texture appearance, such as', 'telling whether the food is fresh, the fabric is soft, the soil is wet, or the skin is dry.  Such visual judgments of material properties mostly rely on the perception of texture attributes, among which color and gloss are perhaps the most relevant.  However, existing physical models and category-related image features cannot match or explain the performance of human perception.  The focus of this thesis is on exploring how the statistical characteristics of visual textures relate to the perceived texture attributes.  Our goal is to link image-based cues to the visual perception of color composition and gloss, and in particular, to obtain estimates of relative perceptual scales for such attributes based on visual texture statistics.  To achieve this goal, we rely on systematic empirical studies with natural and synthetic images.', 'For the study of color composition, we synthesize visual textures with a given color composition and a variety of structures (scale and shape), in order to investigate how the perceived amount of each color varies with the texture scale and shape.  Our findings indicate that the perceived color amount increases with increasing scale and decreases with increasing elongation.', 'For the study of gloss, we constructed separate databases of images of real-world materials for the investigation of opaque and translucent materials.  In order to expand the amount of data for our empirical studies, we proposed luminance transformation methods for obtaining realistic variations of material appearance.  Our study of gloss perception of opaque materials shows that that it has a strong correlation with contrast perception, stronger than its correlation with luminance skewness.  Inspired by previous studies of contrast perception, we investigated the relationship of gloss perception and bandlimited texture statistics and found that the statistics of high-frequency subbands have stronger correlation than the low-frequency ones.', 'In the study of gloss perception of translucent materials, we investigated the perceived gloss of human skin, at both the macro scale (whole face) and the meso scale (skin patches).  Utilizing multimodal photography, we studied the influence of surface and subsurface reflections on gloss perception.  We conducted our empirical studies in two stages, first within-subject and then across-subject.  In order to avoid time-consuming exhaustive comparisons, for the study of across-subject gloss perception, we proposed a head-tail selective comparison method to scale the perceived gloss range of each subject ', 'to a global gloss range.  Our results demonstrate that surface and subsurface reflection jointly contribute to perceived gloss, and that bandlimited texture statistics of the two modalities can be used to estimate perceived gloss level utilizing a max-margin based ranking model.  Experimental results show that our predictions align well with human judgments.']",1/1/2018,Electrical Engineering,Dissertation,None,no embargo,\etdadmin_upload_609018\Wang_northwestern_0163D_14328.pdf,,,,,,,
189,\etdadmin_upload_609097,"Reinventing Television and Family Life, 1960-1990","(None, 'Hannah', 'Alice', 'Spaulding')","Domesticity, Gender, History, Technology, Television, Video",In Copyright,"['ABSTRACT', 'Reinventing Television and Family Life, 1960-1990', 'Hannah Spaulding', 'In the 1960s, 1970s, and 1980s, the field of television changed. A series of new electronic devices that interfaced directly with TV technology—video cameras, home recorders, cable boxes, video calling systems—were introduced to the American public. These devices promised to radically transform the medium. They worked to turn what had long been conceived as a one-way system of mass communication into an interactive and useful instrument in the management and relations of domestic life. My dissertation examines this televisual transformation. Combining archival research, discourse analysis, and close readings, it analyzes how television’s convergence with new media from 1960 to 1990 strove to redefine the medium, allowing for novel ways of engaging with the TV set that restructured and reimagined family communication and household operations. In particular, it contends that during this period both television and the idea of television transformed. In addition to being an object designed to be watched, television became a complex assemblage to be used. Once linked to these new technologies, television ceased to be the uniquely one-way receiver of broadcast signals, but became a flexible and interactive tool—a potent force in the management of the household, protection of the home, and the cultivation of the family.', 'My dissertation explores this history of television convergence by focusing on four case studies: home videomaking, video telephony, interactive cable, and home surveillance and security. It analyzes the discourses that surrounded each of these technologies and practices, unpacking the hopes they inspired and the fears they engendered as they interacted with the TV set and intervened in domestic life. In particular, my dissertation argues that these moments of technological linkage were imbricated with the structures of American domestic life. They emerged in response to changing configurations of home, gendered expectations, and the limitations and apparent decline of the nuclear family. In so doing, home videomaking, video telephony, interactive cable, and home surveillance and security functioned to offer visions of the future often rooted in nostalgic idealizations of the past. Although many of the technologies explored in this dissertation have been almost entirely eclipsed by or subsumed within computational media, television’s tenure as the communications center of the home must not be ignored. The modes of interaction, systems of surveillance, visions of domestic efficiency, and gendered assumptions they articulated did not disappear with the end of the 1980s. Far from merely a prehistory of the digital, the history of television convergence from 1960 to 1990 offers a vibrant and significant reimagining of the function of technology in the home, essential to understanding many of the practices that have come to define domestic life in the digital age.']",1/1/2018,Screen Cultures,Dissertation,None,no embargo,\etdadmin_upload_609097\Spaulding_northwestern_0163D_14329.pdf,,,,,,,
190,\etdadmin_upload_609104,Development of novel citric-based biomaterials for treatment of  diabetes and its complications,"(None, 'Yunxiao', None, 'Zhu')","Antioxidant, Biomaterial, Citric acid, Diabetes, Islet transplantation, Wound healing",In Copyright,"['Diabetes mellitus is a metabolic disease characterized by the abnormal high blood glucose of patients. The defects in the hormonal regulation, including impaired insulin secretion, insulin action, or the combination of the two are usually the causes of such a disease. The elevated blood glucose also leads to a wide range of metabolic, microvascular, and macrovascular complications, which have resulted in a sizeable impact on the global burden of morbidity and mortality.', 'In this dissertation, I investigated the application of poly(polyethyleneglycol citrate-co-N-isopropylacrylamide (PPCN), a citric-based, degradable, thermoresponsive, antioxidant material, for developing a targeted treatment plan for the diabetic foot ulcers that is one of the severe type of complications of diabetes mellitus. PPCN undergoes a thermo-reversible transition that does not denature the incorporated angiogenic chemokine and can be readily modified with cell adhesion peptides to stimulate cell proliferation and promote cell ingrowth, it can also be applied over the irregular shaped chronic wound bed, stimulating angiogenesis and native dermal tissue regeneration. ', 'This dissertation also exploited the use of PPCN as a biomaterial scaffold to support the transplantation of islets of Langerhans for the treatment of type I diabetes, or chronic pancreatitis. I have demonstrated that PPCN can protect islet from oxidative stress damage whiling preserving its function both in vitro and in vivo. Long-term euglycemia was achieved in rodents with the marginal number of islets (at a one donor per recipient level). Non-human primate safety test demonstrated a good biocompatibility of PPCN for the great omentum location. These results supported the use of an injectable anti-oxidant scaffold to improve islet isolation yield and islet performance after the transplantation.', 'Lastly, this dissertation laid the groundwork for developing a nanoparticle-based donor specific tolerization therapy for the transplant rejection problem. Made of an amphiphilic block co-polymer poly (ethylene glycol)-bl-poly(propylene sulfide) (PEG17-bl-PPS30), the bilayer polymersome nanoparticles can deliver both hydrophobic and hydrophilic donor antigens in a spleen and liver-targeted manner.']",1/1/2018,Biomedical Engineering,Dissertation,"code: 1, date: 10/03/2020",Private,\etdadmin_upload_609104\Zhu_northwestern_0163D_14330.pdf,,,,,,,
